265,3
266,8
267,1
268,-1
269,4
270,3
271,4
272,9
273,10
274,9
276,2
277,9
278,1
280,7
281,7
283,9
284,1
285,2
286,4
287,1
288,3
289,10
290,9
291,5
292,3
293,8
294,5
295,3
296,4
297,4
298,1
299,1
300,3
301,5
302,1
304,1
305,-1
306,9
307,8
308,8
309,6
311,6
312,4
313,5
314,-1
315,3
316,2
317,3
318,9
319,10
320,5
321,6
322,8
323,3
324,7
325,3
326,5
327,9
328,-1
329,7
330,8
331,10
332,8
333,1
334,7
335,3
336,5
337,7
338,7
339,6
340,4
342,1
343,1
344,5
345,9
346,10
347,9
348,7
350,6
351,9
352,3
353,9
355,4
356,7
