265,5
266,3
267,1
268,-1
269,6
270,10
271,10
272,2
273,6
274,9
275,1
276,2
277,8
278,3
279,9
280,8
281,2
282,8
283,5
284,2
285,7
286,7
287,7
288,3
289,6
290,-1
292,6
293,5
294,-1
295,2
296,6
297,9
298,10
299,7
300,2
301,7
302,7
303,1
304,5
305,9
306,8
307,1
308,3
309,4
310,3
311,9
312,6
313,8
314,1
316,7
317,3
318,9
320,3
321,7
322,9
323,3
324,8
325,7
327,10
328,9
330,5
331,5
332,4
333,3
334,1
335,7
336,7
337,2
338,4
339,1
340,4
342,4
343,10
344,7
345,6
346,1
347,8
348,9
349,6
350,10
351,1
352,6
354,5
355,8
