265,6
266,3
267,4
268,6
269,9
270,9
271,9
272,8
273,5
274,5
275,2
276,10
278,5
279,3
280,5
281,5
282,5
283,2
284,6
285,3
286,1
287,7
288,4
289,3
290,6
291,2
292,5
293,6
294,6
295,9
296,6
297,6
298,8
300,7
301,5
302,8
303,5
304,3
305,3
306,4
307,2
308,5
309,2
310,2
311,-1
313,5
314,1
315,6
316,4
317,6
318,10
319,8
320,2
321,1
322,4
323,10
324,4
325,7
327,4
328,6
329,5
330,7
331,6
332,9
333,2
334,9
335,9
336,9
337,2
338,3
339,3
340,9
341,7
342,-1
343,1
344,2
345,10
346,6
347,5
348,2
349,2
350,3
351,7
352,5
353,2
354,5
356,3
