265,5
266,8
267,5
268,7
269,4
270,8
271,8
272,10
273,2
274,4
275,2
276,10
277,3
278,9
279,9
280,9
281,3
282,6
283,9
284,6
285,1
287,3
288,10
289,4
290,6
291,3
292,9
293,6
294,6
295,3
296,4
297,4
298,2
299,4
300,4
301,6
302,3
303,7
305,3
306,3
308,4
309,1
310,9
311,10
312,4
313,5
314,10
315,7
316,10
317,7
318,1
320,6
321,5
322,-1
323,1
324,3
325,4
326,10
327,9
328,8
329,8
330,2
331,2
332,4
333,7
335,8
336,8
337,5
338,3
339,2
340,10
341,9
342,5
343,7
344,10
345,7
346,1
347,1
349,7
351,3
352,6
353,5
354,3
355,8
356,1
