265,4
266,10
267,5
269,7
270,2
271,1
272,10
273,6
274,7
275,9
276,4
277,10
279,2
280,4
281,4
282,3
283,1
284,3
285,2
286,6
287,8
288,6
289,3
290,8
291,9
292,9
293,10
294,6
295,9
297,7
299,9
300,2
301,6
302,2
303,5
304,8
305,9
306,8
307,1
308,3
309,10
310,9
311,2
312,-1
314,10
315,6
316,1
317,1
318,8
319,7
320,9
321,9
322,10
323,9
324,1
325,4
326,2
327,10
328,10
329,9
330,7
331,6
332,3
333,4
334,1
335,3
336,7
337,4
338,9
340,3
341,3
342,1
343,3
344,10
345,3
346,1
347,4
348,5
349,6
351,7
352,3
353,5
354,9
355,9
356,9
