265,9
266,6
267,9
268,5
269,3
270,3
271,10
272,1
273,2
274,-1
275,9
276,9
277,9
279,-1
280,5
281,9
282,1
283,8
284,5
286,9
287,3
288,3
289,7
290,-1
292,5
293,5
294,8
295,3
297,6
298,5
299,4
300,2
301,9
302,8
303,2
304,3
305,4
306,3
307,5
308,10
309,8
310,5
311,4
312,7
313,5
314,4
315,8
317,7
318,9
319,4
320,9
321,1
322,5
323,9
324,6
325,1
326,8
327,9
328,1
329,10
330,3
331,-1
332,8
333,1
335,4
336,8
337,3
338,5
339,6
340,5
341,6
342,7
343,6
344,1
345,10
346,6
347,10
348,7
349,4
350,3
351,10
352,6
353,6
354,3
355,2
356,9
